date,grade9price,grade10price,adjclosestock,volume,adjclosebond,stockreturns,bondadjusted,excessreturns,adjclosestocklag1,adjclosebondlag1,volumelag1,adjclosestocklag2,adjclosebondlag2,volumelag2,adjclosestocklag3,adjclosebondlag3,volumelag3,adjclosestocklag4,adjclosebondlag4,volumelag4,adjclosestocklag5,adjclosebondlag5,volumelag5,adjclosestocklag6,adjclosebondlag6,volumelag6
2020-10-01,716.9992307692307,1813.0139130434784,3269.9599609375,89938980000,1.6399999856948853,-0.0276657862213797,0.0163999998569488,-0.1579207922311384,3363.0,1.4509999752044678,92310780000.0,3500.31005859375,1.4520000219345093,82466520000.0,3271.1201171875,1.1979999542236328,96928130000.0,3100.2900390625,1.409000039100647,131458880000.0,3044.31005859375,1.406999945640564,107135190000.0,2912.429931640625,1.2660000324249268,123608160000.0
2020-11-01,517.2865517241379,1003.0225203252032,3621.6298828125,101247180000,1.5729999542236328,0.107545635443859,0.0157299995422363,0.1483993135265843,3269.9599609375,1.6399999856948853,89938980000.0,3363.0,1.4509999752044678,92310780000.0,3500.31005859375,1.4520000219345093,82466520000.0,3271.1201171875,1.1979999542236328,96928130000.0,3100.2900390625,1.409000039100647,131458880000.0,3044.31005859375,1.406999945640564,107135190000.0
2020-12-01,375.0,731.6890476190476,3756.070068359375,96375680000,1.6460000276565552,0.03712145909357,0.0164600002765655,-0.0092867262575555,3621.6298828125,1.5729999542236328,101247180000.0,3269.9599609375,1.6399999856948853,89938980000.0,3363.0,1.4509999752044678,92310780000.0,3500.31005859375,1.4520000219345093,82466520000.0,3271.1201171875,1.1979999542236328,96928130000.0,3100.2900390625,1.409000039100647,131458880000.0
2021-01-01,393.1834782608696,699.8250925925926,3714.239990234375,106117800000,1.8580000400543213,-0.0111366607554451,0.0185800004005432,-0.1399337499630285,3756.070068359375,1.6460000276565552,96375680000.0,3621.6298828125,1.5729999542236328,101247180000.0,3269.9599609375,1.6399999856948853,89938980000.0,3363.0,1.4509999752044678,92310780000.0,3500.31005859375,1.4520000219345093,82466520000.0,3271.1201171875,1.1979999542236328,96928130000.0
2021-02-01,394.7492857142857,682.4419480519481,3811.14990234375,99082320000,2.181999921798706,0.0260914513774483,0.021819999217987,-0.1482895361143024,3714.239990234375,1.8580000400543213,106117800000.0,3756.070068359375,1.6460000276565552,96375680000.0,3621.6298828125,1.5729999542236328,101247180000.0,3269.9599609375,1.6399999856948853,89938980000.0,3363.0,1.4509999752044678,92310780000.0,3500.31005859375,1.4520000219345093,82466520000.0
2021-03-01,343.8209090909091,734.0345,3972.889892578125,122371150000,2.424999952316284,0.0424386325331651,0.0242499995231628,-0.0689271049675326,3811.14990234375,2.181999921798706,99082320000.0,3714.239990234375,1.8580000400543213,106117800000.0,3756.070068359375,1.6460000276565552,96375680000.0,3621.6298828125,1.5729999542236328,101247180000.0,3269.9599609375,1.6399999856948853,89938980000.0,3363.0,1.4509999752044678,92310780000.0
2021-04-01,343.8209090909091,734.0345,4181.169921875,83124090000,2.3010001182556152,0.0524253213475585,0.0230100011825561,0.1035592745429917,3972.889892578125,2.424999952316284,122371150000.0,3811.14990234375,2.181999921798706,99082320000.0,3714.239990234375,1.8580000400543213,106117800000.0,3756.070068359375,1.6460000276565552,96375680000.0,3621.6298828125,1.5729999542236328,101247180000.0,3269.9599609375,1.6399999856948853,89938980000.0
2021-05-01,343.8209090909091,734.0345,4204.10986328125,88321860000,2.263000011444092,0.0054864886706069,0.0226300001144409,0.0220010931289201,4181.169921875,2.3010001182556152,83124090000.0,3972.889892578125,2.424999952316284,122371150000.0,3811.14990234375,2.181999921798706,99082320000.0,3714.239990234375,1.8580000400543213,106117800000.0,3756.070068359375,1.6460000276565552,96375680000.0,3621.6298828125,1.5729999542236328,101247180000.0
2021-06-01,343.8209090909091,734.0345,4297.5,102544180000,2.065000057220459,0.0222140095658347,0.0206500005722045,0.109708465254009,4204.10986328125,2.263000011444092,88321860000.0,4181.169921875,2.3010001182556152,83124090000.0,3972.889892578125,2.424999952316284,122371150000.0,3811.14990234375,2.181999921798706,99082320000.0,3714.239990234375,1.8580000400543213,106117800000.0,3756.070068359375,1.6460000276565552,96375680000.0
2021-07-01,262.6725,476.457,4395.259765625,84255620000,1.8969999551773071,0.0227480548283887,0.018969999551773,0.1041040341930014,4297.5,2.065000057220459,102544180000.0,4204.10986328125,2.263000011444092,88321860000.0,4181.169921875,2.3010001182556152,83124090000.0,3972.889892578125,2.424999952316284,122371150000.0,3811.14990234375,2.181999921798706,99082320000.0,3714.239990234375,1.8580000400543213,106117800000.0
2021-08-01,249.24888888888887,515.840625,4522.68017578125,80500760000,1.9270000457763672,0.0289904162554386,0.0192700004577636,0.0131759242639213,4395.259765625,1.8969999551773071,84255620000.0,4297.5,2.065000057220459,102544180000.0,4204.10986328125,2.263000011444092,88321860000.0,4181.169921875,2.3010001182556152,83124090000.0,3972.889892578125,2.424999952316284,122371150000.0,3811.14990234375,2.181999921798706,99082320000.0
2021-09-01,252.21,461.2421052631579,4307.5400390625,85528860000,2.0920000076293945,-0.047569168801901,0.0209200000762939,-0.1331944713101585,4522.68017578125,1.9270000457763672,80500760000.0,4395.259765625,1.8969999551773071,84255620000.0,4297.5,2.065000057220459,102544180000.0,4204.10986328125,2.263000011444092,88321860000.0,4181.169921875,2.3010001182556152,83124090000.0,3972.889892578125,2.424999952316284,122371150000.0
2021-10-01,213.5,454.25,4605.3798828125,80253600000,1.9420000314712524,0.0691438364006065,0.0194200003147125,0.1408455455837334,4307.5400390625,2.0920000076293945,85528860000.0,4522.68017578125,1.9270000457763672,80500760000.0,4395.259765625,1.8969999551773071,84255620000.0,4297.5,2.065000057220459,102544180000.0,4204.10986328125,2.263000011444092,88321860000.0,4181.169921875,2.3010001182556152,83124090000.0
2021-11-01,208.208,442.19,4567.0,88268840000,1.7869999408721924,-0.0083337061847461,0.0178699994087219,0.0714809632731282,4605.3798828125,1.9420000314712524,80253600000.0,4307.5400390625,2.0920000076293945,85528860000.0,4522.68017578125,1.9270000457763672,80500760000.0,4395.259765625,1.8969999551773071,84255620000.0,4297.5,2.065000057220459,102544180000.0,4204.10986328125,2.263000011444092,88321860000.0
2021-12-01,204.3333333333333,440.5384615384616,4766.18017578125,92750180000,1.9049999713897705,0.0436129134620648,0.0190499997138977,-0.0224195624315746,4567.0,1.7869999408721924,88268840000.0,4605.3798828125,1.9420000314712524,80253600000.0,4307.5400390625,2.0920000076293945,85528860000.0,4522.68017578125,1.9270000457763672,80500760000.0,4395.259765625,1.8969999551773071,84255620000.0,4297.5,2.065000057220459,102544180000.0
2022-01-01,227.32615384615383,478.2296296296296,4515.5498046875,95562890000,2.0980000495910645,-0.0525851650273938,0.0209800004959106,-0.1538975435575063,4766.18017578125,1.9049999713897705,92750180000.0,4567.0,1.7869999408721924,88268840000.0,4605.3798828125,1.9420000314712524,80253600000.0,4307.5400390625,2.0920000076293945,85528860000.0,4522.68017578125,1.9270000457763672,80500760000.0,4395.259765625,1.8969999551773071,84255620000.0
2022-02-01,165.0,428.03,4373.93994140625,92667710000,2.181999921798706,-0.0313604919459082,0.021819999217987,-0.0713985616418622,4515.5498046875,2.0980000495910645,95562890000.0,4766.18017578125,1.9049999713897705,92750180000.0,4567.0,1.7869999408721924,88268840000.0,4605.3798828125,1.9420000314712524,80253600000.0,4307.5400390625,2.0920000076293945,85528860000.0,4522.68017578125,1.9270000457763672,80500760000.0
2022-03-01,165.0,415.0,4530.41015625,123546260000,2.447999954223633,0.0357732883715462,0.0244799995422363,-0.0861332386486988,4373.93994140625,2.181999921798706,92667710000.0,4515.5498046875,2.0980000495910645,95562890000.0,4766.18017578125,1.9049999713897705,92750180000.0,4567.0,1.7869999408721924,88268840000.0,4605.3798828125,1.9420000314712524,80253600000.0,4307.5400390625,2.0920000076293945,85528860000.0
2022-04-01,165.0,415.0,4131.93017578125,90367840000,2.947000026702881,-0.087956711804343,0.0294700002670288,-0.2917966145046283,4530.41015625,2.447999954223633,123546260000.0,4373.93994140625,2.181999921798706,92667710000.0,4515.5498046875,2.0980000495910645,95562890000.0,4766.18017578125,1.9049999713897705,92750180000.0,4567.0,1.7869999408721924,88268840000.0,4605.3798828125,1.9420000314712524,80253600000.0
2022-05-01,165.0,415.0,4132.14990234375,108860390000,3.056999921798706,5.317770464463578e-05,0.030569999217987,-0.0372728806934252,4131.93017578125,2.947000026702881,90367840000.0,4530.41015625,2.447999954223633,123546260000.0,4373.93994140625,2.181999921798706,92667710000.0,4515.5498046875,2.0980000495910645,95562890000.0,4766.18017578125,1.9049999713897705,92750180000.0,4567.0,1.7869999408721924,88268840000.0
2022-06-01,165.0,415.0,3785.3798828125,106116710000,3.11899995803833,-0.0839199999338268,0.0311899995803833,-0.1042013338643635,4132.14990234375,3.056999921798706,108860390000.0,4131.93017578125,2.947000026702881,90367840000.0,4530.41015625,2.447999954223633,123546260000.0,4373.93994140625,2.181999921798706,92667710000.0,4515.5498046875,2.0980000495910645,95562890000.0,4766.18017578125,1.9049999713897705,92750180000.0
2022-07-01,165.0,415.0,4130.2900390625,81688320000,2.9739999771118164,0.09111639173021,0.0297399997711181,0.137605645618405,3785.3798828125,3.11899995803833,106116710000.0,4132.14990234375,3.056999921798706,108860390000.0,4131.93017578125,2.947000026702881,90367840000.0,4530.41015625,2.447999954223633,123546260000.0,4373.93994140625,2.181999921798706,92667710000.0,4515.5498046875,2.0980000495910645,95562890000.0
2022-08-01,165.0,415.0,3955.0,92252350000,3.255000114440918,-0.0424401282729983,0.0325500011444091,-0.1369257165351721,4130.2900390625,2.9739999771118164,81688320000.0,3785.3798828125,3.11899995803833,106116710000.0,4132.14990234375,3.056999921798706,108860390000.0,4131.93017578125,2.947000026702881,90367840000.0,4530.41015625,2.447999954223633,123546260000.0,4373.93994140625,2.181999921798706,92667710000.0
2022-09-01,165.0,345.99,3585.6201171875,94241020000,3.765000104904175,-0.0933956720132743,0.0376500010490417,-0.2500776912244641,3955.0,3.255000114440918,92252350000.0,4130.2900390625,2.9739999771118164,81688320000.0,3785.3798828125,3.11899995803833,106116710000.0,4132.14990234375,3.056999921798706,108860390000.0,4131.93017578125,2.947000026702881,90367840000.0,4530.41015625,2.447999954223633,123546260000.0
2022-10-01,171.67333333333332,316.52000000000004,3871.97998046875,95823760000,4.203999996185303,0.0798634138370089,0.042039999961853,-0.0367368196422148,3585.6201171875,3.765000104904175,94241020000.0,3955.0,3.255000114440918,92252350000.0,4130.2900390625,2.9739999771118164,81688320000.0,3785.3798828125,3.11899995803833,106116710000.0,4132.14990234375,3.056999921798706,108860390000.0,4131.93017578125,2.947000026702881,90367840000.0
2022-11-01,211.5,442.858,4080.110107421875,92671910000,3.822000026702881,0.0537528933524931,0.0382200002670288,0.1446187282309536,3871.97998046875,4.203999996185303,95823760000.0,3585.6201171875,3.765000104904175,94241020000.0,3955.0,3.255000114440918,92252350000.0,4130.2900390625,2.9739999771118164,81688320000.0,3785.3798828125,3.11899995803833,106116710000.0,4132.14990234375,3.056999921798706,108860390000.0
2022-12-01,211.5,59.09,3839.5,85249330000,3.974999904632568,-0.0589714740747304,0.0397499990463256,-0.0990028390304433,4080.110107421875,3.822000026702881,92671910000.0,3871.97998046875,4.203999996185303,95823760000.0,3585.6201171875,3.765000104904175,94241020000.0,3955.0,3.255000114440918,92252350000.0,4130.2900390625,2.9739999771118164,81688320000.0,3785.3798828125,3.11899995803833,106116710000.0
2023-01-01,174.26,295.8240909090909,4076.60009765625,80763810000,3.66100001335144,0.0617528578346791,0.0366100001335144,0.1407465430710445,3839.5,3.974999904632568,85249330000.0,4080.110107421875,3.822000026702881,92671910000.0,3871.97998046875,4.203999996185303,95823760000.0,3585.6201171875,3.765000104904175,94241020000.0,3955.0,3.255000114440918,92252350000.0,4130.2900390625,2.9739999771118164,81688320000.0
2023-02-01,174.26,53.333333333333336,3970.14990234375,80392280000,3.930999994277954,-0.0261124939318185,0.0393099999427795,-0.09986282988971,4076.60009765625,3.66100001335144,80763810000.0,3839.5,3.974999904632568,85249330000.0,4080.110107421875,3.822000026702881,92671910000.0,3871.97998046875,4.203999996185303,95823760000.0,3585.6201171875,3.765000104904175,94241020000.0,3955.0,3.255000114440918,92252350000.0
2023-03-01,182.3990909090909,281.60210526315785,4109.31005859375,113094800000,3.688999891281128,0.0350516125771089,0.0368899989128112,0.096613582393717,3970.14990234375,3.930999994277954,80392280000.0,4076.60009765625,3.66100001335144,80763810000.0,3839.5,3.974999904632568,85249330000.0,4080.110107421875,3.822000026702881,92671910000.0,3871.97998046875,4.203999996185303,95823760000.0,3585.6201171875,3.765000104904175,94241020000.0
2023-04-01,23.0,281.60210526315785,4169.47998046875,70861260000,3.677999973297119,0.014642341662481,0.0367799997329711,0.0176241574142262,4109.31005859375,3.688999891281128,113094800000.0,3970.14990234375,3.930999994277954,80392280000.0,4076.60009765625,3.66100001335144,80763810000.0,3839.5,3.974999904632568,85249330000.0,4080.110107421875,3.822000026702881,92671910000.0,3871.97998046875,4.203999996185303,95823760000.0
2023-05-01,23.0,281.60210526315785,4179.830078125,88929200000,3.8559999465942383,0.0024823473681929,0.0385599994659423,-0.0459135130422005,4169.47998046875,3.677999973297119,70861260000.0,4109.31005859375,3.688999891281128,113094800000.0,3970.14990234375,3.930999994277954,80392280000.0,4076.60009765625,3.66100001335144,80763810000.0,3839.5,3.974999904632568,85249330000.0,4080.110107421875,3.822000026702881,92671910000.0
2023-06-01,23.0,281.60210526315785,4450.3798828125,87983140000,3.8550000190734863,0.0647274649042346,0.0385500001907348,0.0649867822109255,4179.830078125,3.8559999465942383,88929200000.0,4169.47998046875,3.677999973297119,70861260000.0,4109.31005859375,3.688999891281128,113094800000.0,3970.14990234375,3.930999994277954,80392280000.0,4076.60009765625,3.66100001335144,80763810000.0,3839.5,3.974999904632568,85249330000.0
2023-07-01,20.5,76.5,4588.9599609375,75063200000,4.019000053405762,0.0311389323550108,0.0401900005340576,-0.0114032293883996,4450.3798828125,3.8550000190734863,87983140000.0,4179.830078125,3.8559999465942383,88929200000.0,4169.47998046875,3.677999973297119,70861260000.0,4109.31005859375,3.688999891281128,113094800000.0,3970.14990234375,3.930999994277954,80392280000.0,4076.60009765625,3.66100001335144,80763810000.0
2023-08-01,31.38,76.5,4507.66015625,86840820000,4.203999996185303,-0.017716390070854,0.042039999961853,-0.063747726304047,4588.9599609375,4.019000053405762,75063200000.0,4450.3798828125,3.8550000190734863,87983140000.0,4179.830078125,3.8559999465942383,88929200000.0,4169.47998046875,3.677999973297119,70861260000.0,4109.31005859375,3.688999891281128,113094800000.0,3970.14990234375,3.930999994277954,80392280000.0
2023-09-01,27.0,76.5,4288.0498046875,73482980000,4.710999965667725,-0.0487193674656248,0.0471099996566772,-0.1693187894310083,4507.66015625,4.203999996185303,86840820000.0,4588.9599609375,4.019000053405762,75063200000.0,4450.3798828125,3.8550000190734863,87983140000.0,4179.830078125,3.8559999465942383,88929200000.0,4169.47998046875,3.677999973297119,70861260000.0,4109.31005859375,3.688999891281128,113094800000.0
2023-10-01,25.855,51.0,4193.7998046875,83519460000,5.021999835968018,-0.0219796887379829,0.0502199983596801,-0.0879953696054763,4288.0498046875,4.710999965667725,73482980000.0,4507.66015625,4.203999996185303,86840820000.0,4588.9599609375,4.019000053405762,75063200000.0,4450.3798828125,3.8550000190734863,87983140000.0,4179.830078125,3.8559999465942383,88929200000.0,4169.47998046875,3.677999973297119,70861260000.0
